siteID,spp,year,bandNumber,colorL,colorR
PETETOWPA1,CACH,2016.0,2750-63973,Y,XW
PETETOWPA1,CARW,2016.0,4501-87556,BX,Y
PETETOWPA1,COYE,2015.0,2730-26274,X,-
PETETOWPA1,GRCA,2015.0,1781-50436,K,RX
PETETOWPA1,GRCA,2015.0,1781-50437,KO,X
PETETOWPA1,NOCA,2015.0,1781-50434,O,KX
PETETOWPA1,NOCA,2015.0,1781-50435,KB,X
PETETOWPA1,NOCA,2016.0,2651-56426,GX,B
PETETOWPA1,NOCA,2016.0,2651-56427,GX,B
PETETOWPA1,NOCA,2016.0,2641-96609,BX,G
PETETOWPA1,SOSP,2015.0,2441-96592,KB,X
PETETOWPA1,SOSP,2015.0,2441-96593,KR,X
PETETOWPA1,SOSP,2016.0,2711-77801,XR,RR
PFEIJOHFL1,CACH,2015.0,2710-25707,B,YX
PFEIJOHFL1,CACH,2015.0,2710-25708,X,KO
PFEIJOHFL1,CARW,2015.0,2661-07661,XG,B
PFEIJOHFL1,NOCA,2015.0,2331-09350,O,XM
PFEIJOHFL1,NOCA,2015.0,2331-09351,K,GX
PFEIJOHFL1,TUTI,2015.0,2661-07662,OY,X
PFEIJOHFL1,TUTI,2015.0,2661-07678,XR,O
PFENCHIPA1,AMRO,2015.0,1342-74126,MW,X
PFENCHIPA1,AMRO,2015.0,1342-74127,X,OP
PFENCHIPA1,BCCH,2016.0,2750-45333,M,XM
PFENCHIPA1,CACH,2016.0,2750-45332,P,XP
PFENCHIPA1,GRCA,2015.0,2651-56562,WX,B
PFENCHIPA1,GRCA,2015.0,2651-56563,X,OO
PFENCHIPA1,NOCA,2016.0,2701-39424,MX,B
PFENCHIPA1,NOCA,2016.0,2701-39425,Y,XW
PFENCHIPA1,NOCA,2016.0,2701-39426,Y,XW
PFENCHIPA1,SOSP,2015.0,2711-77250,X,OP
PFENCHIPA1,SOSP,2015.0,2711-77251,W,RX
PFENCHIPA1,SOSP,2016.0,2741-54833,XK,M
PHARAIMMD1,AMRO,2010.0,742-29471,PX,B
PHARAIMMD1,CACH,2007.0,2460-22837,GG,X
PHARAIMMD1,CACH,2008.0,2460-22745,B,XR
PHARAIMMD1,CACH,2009.0,2590-82311,XK,W
PHARAIMMD1,CACH,2012.0,2590-83073,X,YG
PHARAIMMD1,CACH,2013.0,2710-54003,BO,X
PHARAIMMD1,CACH,2013.0,2710-54004,M,GX
PHARAIMMD1,CACH,2013.0,2710-54005,X,RW
PHARAIMMD1,CACH,2014.0,2710-54346,PG,X
PHARAIMMD1,CACH,2014.0,2710-54348,X,PY
PHARAIMMD1,CACH,2014.0,2710-54347,X,OY
PHARAIMMD1,CARW,2007.0,2261-38329,X,YG
PHARAIMMD1,CARW,2008.0,2341-30304,M,WX
PHARAIMMD1,CARW,2009.0,2441-14204,W,XB
PHARAIMMD1,CARW,2013.0,2441-96567,M,XB
PHARAIMMD1,CARW,2014.0,2571-89947,GP,X
PHARAIMMD1,CARW,2016.0,2711-77564,X,BW
PHARAIMMD1,NOCA,2007.0,1991-46139,RX,O
PHARAIMMD1,NOCA,2007.0,1991-46140,X,MK
PHARAIMMD1,NOCA,2008.0,2301-55947,PY,X
PHARAIMMD1,NOCA,2008.0,2301-55946,X,PR
PHARAIMMD1,NOCA,2008.0,2301-55948,P,PX
PHARAIMMD1,NOCA,2009.0,2411-37410,M,BX
PHARAIMMD1,NOCA,2010.0,2421-11636,B,XP
PHARAIMMD1,NOCA,2010.0,2421-11637,X,WP
PHARAIMMD1,NOCA,2010.0,2421-11638,BX,M
PHARAIMMD1,NOCA,2010.0,2421-11639,M,XG
PHARAIMMD1,NOCA,2012.0,2421-34636,XK,G
PHARAIMMD1,NOCA,2012.0,2421-34638,X,RB
PHARAIMMD1,NOCA,2012.0,2421-34639,WX,W
PHARAIMMD1,NOCA,2012.0,2421-34637,OX,R
PHARAIMMD1,NOCA,2013.0,2641-63694,P,XG
PHARAIMMD1,NOCA,2014.0,2641-96595,X,PM
PHARAIMMD1,NOCA,2014.0,2641-96596,WM,X
PHARAIMMD1,NOCA,2015.0,2421-11378,X,GY
PHARAIMMD1,NOCA,2015.0,2421-11379,X,OW
PHARAIMMD1,NOCA,2015.0,2421-11380,X,OM
PHARAIMMD1,NOCA,2016.0,2651-47572,MX,M
PHARAIMMD1,TUTI,2016.0,2711-77561,B,XM
PHARAIMMD1,TUTI,2016.0,2711-77562,M,XY
PHARAIMMD1,TUTI,2016.0,2711-77563,P,XB
PHELCLADC1,CACH,2007.0,2460-22939,MX,R
PHELCLADC1,CARW,2007.0,2281-69222,MX,R
PHELCLADC1,CARW,2008.0,2341-30316,MX,G
PHELCLADC1,GRCA,2008.0,2301-55969,YX,B
PHELCLADC1,GRCA,2009.0,2411-37298,X,GM
PHELCLADC1,GRCA,2009.0,2411-37299,X,WG
PHELCLADC1,GRCA,2009.0,2411-37300,MM,X
PHELCLADC1,GRCA,2009.0,2301-56938,XY,O
PHELCLADC1,HOWR,2007.0,2460-22938,OX,R
PHELCLADC1,HOWR,2009.0,2590-82561,K,XB
PHELCLADC1,NOCA,2008.0,2301-55970,WX,M
PHELCLADC1,SOSP,2007.0,2281-69221,BY,X
PHELCLADC1,SOSP,2009.0,2441-14037,M,PX
PHELCLADC1,SOSP,2009.0,2441-14039,W,XP
PHELCLADC1,SOSP,2009.0,2441-14038,P,GX
PHILJIMPA1,AMRO,2015.0,1342-74121,X,YY
PHILJIMPA1,CACH,2015.0,2750-64037,RB,X
PHILJIMPA1,CACH,2015.0,2750-64038,XB,G
PHILJIMPA1,CACH,2016.0,2750-63899,P,XG
PHILJIMPA1,CARW,2014.0,266-18002,G,OX
PHILJIMPA1,GRCA,2015.0,2651-56556,RR,X
PHILJIMPA1,NOCA,2014.0,2331-40274,O,OX
PHILJIMPA1,NOCA,2015.0,2651-56557,RO,X
PHILJIMPA1,NOCA,2015.0,2651-56558,W,GX
PHILJIMPA1,NOCA,2015.0,2651-56559,W,GX
PHILJIMPA1,NOCA,2015.0,2651-56560,X,YK
PHILJIMPA1,NOCA,2015.0,2651-56561,X,YR
PHILJIMPA1,NOCA,2016.0,2651-51726,X,PB
PHILJIMPA1,NOCA,2016.0,2651-51725,M,XM
PHILJIMPA1,NOCA,2016.0,2651-51727,X,Y
PHILJIMPA1,SOSP,2014.0,266-18001,BX,W
PHILJIMPA1,SOSP,2015.0,2711-77245,MX,W
PHILJIMPA1,SOSP,2015.0,2711-77246,RO,X
PHILJIMPA1,SOSP,2015.0,2711-77297,X,YG
PHILJIMPA1,SOSP,2016.0,4501-87578,MM,MX
PIACRICPA1,CACH,2015.0,2430-14778,WX,G
PIACRICPA1,CACH,2015.0,2430-14779,BX,P
PIACRICPA1,CARW,2015.0,2711-77468,Y,MX
PIACRICPA1,NOCA,2015.0,2651-56653,XY,W
PIACRICPA1,NOCA,2015.0,2651-56654,O,XP
PIACRICPA1,SOSP,2015.0,2711-77466,M,KX
PIACRICPA1,SOSP,2015.0,2711-77467,M,XW
PIACRICPA1,SOSP,2015.0,2711-77469,MX,B
PICCLINMD1,CACH,2007.0,2460-22933,B,XW
PICCLINMD1,CACH,2007.0,2460-22934,OX,Y
PICCLINMD1,CARW,2007.0,2281-69126,G,KX
PICCLINMD1,CARW,2007.0,2281-69127,XK,W
PICCLINMD1,CARW,2008.0,2341-30005,K,BX
PICCLINMD1,CARW,2008.0,2341-30006,RW,X
PICCLINMD1,GRCA,2007.0,2301-56025,PB,X
PICCLINMD1,NOCA,2007.0,2301-56027,KW,X
PICCLINMD1,SOSP,2007.0,2281-69124,GM,X
PICCLINMD1,SOSP,2007.0,2281-69125,GX,W
PICKADANC1,CACH,2015.0,2180-92448,RX,Y
PICKADANC1,CACH,2015.0,2180-92449,GX,O
PICKADANC1,CACH,2015.0,2180-92450,X,YY
PICKADANC1,CACH,2016.0,2790-44913,YX,G
PICKADANC1,CACH,2016.0,2790-44914,BW,X
PICKADANC1,CACH,2016.0,2790-44915,XO,W
PICKADANC1,CARW,2015.0,2711-64006,M,XO
PICKADANC1,CARW,2016.0,2711-64143,XW,G
PICKADANC1,CARW,2016.0,2711-64140,BX,Y
PICKADANC1,CARW,2016.0,2711-64142,BR,X
PICKCREMD1,CACH,2001.0,2250-24257,O,XO
PICKCREMD1,CACH,2001.0,2250-24256,XW,M
PICKCREMD1,CACH,2002.0,2250-90419,G,BX
PICKCREMD1,CACH,2008.0,2540-62819,X,OR
PICKCREMD1,CACH,2008.0,2540-62820,K,XO
PICKCREMD1,CACH,2009.0,2590-82436,W,XG
PICKCREMD1,CACH,2010.0,2590-83031,RM,X
PICKCREMD1,CACH,2010.0,2590-83032,W,XY
PICKCREMD1,CARW,2001.0,1141-05621,X,MM
PICKCREMD1,CARW,2002.0,1141-05690,RR,X
PICKCREMD1,CARW,2007.0,2281-69451,PX,P
PICKCREMD1,CARW,2007.0,2281-69452,P,YX
PICKCREMD1,CARW,2008.0,2281-69471,XB,W
PICKCREMD1,CARW,2008.0,2281-69472,XG,W
PICKCREMD1,CARW,2009.0,2441-14141,G,XB
PICKCREMD1,CARW,2014.0,2690-08487,X,OK
PICKCREMD1,NOCA,2001.0,8001-21418,X,BK
PICKCREMD1,NOCA,2002.0,8001-21417,GX,W
PICKCREMD1,NOCA,2005.0,1951-41240,X,OO
PICKCREMD1,NOCA,2007.0,1991-21153,P,XB
PICKCREMD1,NOCA,2007.0,1991-21154,PX,P
PICKCREMD1,NOCA,2008.0,2301-56615,Y,XR
PICKCREMD1,NOCA,2010.0,2421-11474,XW,K
PICKCREMD1,NOCA,2010.0,2421-11475,B,XY
PICKCREMD1,NOCA,2010.0,2421-11476,WR,X
PICKCREMD1,NOMO,2003.0,1152-87462,GX,M
PICKSALMA1,BCCH,2015.0,2750-34913,PG,RX
PICKSALMA1,CARW,2015.0,2291-44264,OB,X
PICKSALMA1,CARW,2016.0,2571-83210,XW,Y
PICKSALMA1,GRCA,2015.0,2651-43350,XW,W
PICKSALMA1,GRCA,2015.0,2651-43349,KR,X
PICKSALMA1,GRCA,2015.0,2651-43348,B,YX
PICKSALMA1,GRCA,2016.0,2651-65631,E,XG
PICKSALMA1,GRCA,2016.0,2651-65632,X,ON
PICKSALMA1,HOWR,2015.0,2750-34914,PG,OX
PICKSALMA1,SOSP,2015.0,2291-44263,X,YO
PICKSALMA1,SOSP,2016.0,2571-83208,B,XB
PICKSALMA1,SOSP,2016.0,2571-83209,X,KW
PIEPSUSMA1,AMRO,2012.0,1212-36665,W,XB
PIEPSUSMA1,AMRO,2013.0,1212-11445,GM,X
PIEPSUSMA1,AMRO,2014.0,1212-36682,K,MX
PIEPSUSMA1,AMRO,2014.0,1212-36680,RO,X
PIEPSUSMA1,AMRO,2014.0,1212-36681,Y,KX
PIEPSUSMA1,AMRO,2016.0,1212-27618,BP,X
PIEPSUSMA1,AMRO,2016.0,1212-27619,O,OX
PIEPSUSMA1,AMRO,2016.0,1212-27620,X,YR
PIEPSUSMA1,BCCH,2014.0,2730-27502,XO,G
PIEPSUSMA1,BCCH,2016.0,2780-14635,BP,X
PIEPSUSMA1,GRCA,2012.0,2531-91113,O,XR
PIEPSUSMA1,GRCA,2013.0,1891-11091,KX,W
PIEPSUSMA1,GRCA,2014.0,2651-17103,X,YR
PIEPSUSMA1,GRCA,2014.0,2651-17102,X,MM
PIEPSUSMA1,GRCA,2014.0,2651-17101,YX,Y
PIEPSUSMA1,GRCA,2016.0,2651-43373,XB,Y
PIEPSUSMA1,GRCA,2016.0,2651-43372,B,XG
PIEPSUSMA1,HOWR,2012.0,2690-87915,WG,X
PIEPSUSMA1,HOWR,2014.0,2730-27501,M,BX
PIEPSUSMA1,HOWR,2015.0,2750-35029,W,XO
PIEPSUSMA1,HOWR,2016.0,2780-14634,W,XP
PIEPSUSMA1,NOCA,2013.0,1891-11089,XR,R
PIEPSUSMA1,NOCA,2013.0,1891-11088,Y,GX
PIEPSUSMA1,NOCA,2015.0,2651-17052,O,XB
PIEPSUSMA1,NOCA,2016.0,2651-43374,M,WX
PIEPSUSMA1,SOSP,2014.0,2371-04360,GX,W
PIEPSUSMA1,SOSP,2014.0,2371-04361,Y,KX
PIEPSUSMA1,SOSP,2016.0,2571-83076,XM,M
PINERIDCO1,GRCA,2016.0,2231-55428,GO,X
PINERIDCO1,GRCA,2016.0,2231-55426,-,XK
PINERIDCO1,GRCA,2016.0,2231-55427,XR,W
PINKSUSPA1,BCCH,2016.0,2750-63980,OX,KK
PINKSUSPA1,GRCA,2015.0,2651-56514,G,XY
PINKSUSPA1,NOCA,2016.0,2701-39402,Y,RX
PINKSUSPA1,NOCA,2016.0,2701-39403,XG,W
PINKSUSPA1,NOMO,2016.0,1342-74151,G,XO
PINKSUSPA1,SOSP,2014.0,2541-40564,X,YK
PINKSUSPA1,SOSP,2014.0,2541-40565,XY,RG
PINKSUSPA1,SOSP,2015.0,2711-77298,B,GX
PINKSUSPA1,SOSP,2016.0,2541-40564,X,YK
PIROELADC1,AMRO,2016.0,1352-46234,PY,X
PIROELADC1,CACH,2007.0,2510-04228,OG,X
PIROELADC1,CACH,2014.0,2730-24708,GM,X
PIROELADC1,CARW,2007.0,2281-69227,XP,B
PIROELADC1,CARW,2009.0,2441-14161,XM,R
PIROELADC1,CARW,2012.0,2441-14192,W,GX
PIROELADC1,CARW,2013.0,2441-96551,M,YX
PIROELADC1,CARW,2015.0,2661-31600,X,BR
PIROELADC1,CARW,2015.0,2711-77701,OX,W
PIROELADC1,GRCA,2009.0,791-17227,X,BR
PIROELADC1,GRCA,2009.0,791-17228,XY,K
PIROELADC1,GRCA,2010.0,2421-11558,W,YX
PIROELADC1,GRCA,2015.0,2651-51542,X,GM
PIROELADC1,HOWR,2013.0,2590-82194,BX,O
PIROELADC1,HOWR,2013.0,2590-82195,XR,W
PIROELADC1,HOWR,2015.0,2730-26438,XW,K
PIROELADC1,HOWR,2015.0,2730-26439,M,MX
PIROELADC1,HOWR,2015.0,2730-26440,B,XY
PIROELADC1,NOCA,2010.0,2421-11559,M,WX
PIROELADC1,NOCA,2012.0,2421-34692,RK,X
PIROELADC1,SOSP,2007.0,2281-69226,MX,W
PIROELADC1,SOSP,2008.0,2341-29323,G,MX
PIROELADC1,SOSP,2009.0,2441-14160,BR,X
PIROELADC1,SOSP,2010.0,2251-80383,P,PX
PIROELADC1,SOSP,2012.0,2441-14193,XO,O
PIROELADC1,SOSP,2012.0,2441-14194,X,GW
PIROELADC1,SOSP,2013.0,2441-96550,YK,X
PIROELADC1,SOSP,2014.0,2571-90166,YX,O
PIROELADC1,SOSP,2015.0,2711-77702,X,GG
PIROELADC1,TUTI,2016.0,2711-77537,XY,P
PIROELADC1,TUTI,2016.0,2711-77539,B,XY
PLACGIRFL1,CACH,2015.0,2730-24918,WX,K
PLACGIRFL1,CARW,2013.0,2661-07641,X,BR
PLACGIRFL1,CARW,2015.0,2541-37534,O,XB
PLACGIRFL1,CARW,2015.0,2541-37535,YX,W
PLACGIRFL1,CARW,2015.0,2541-37537,XR,Y
PLACGIRFL1,NOCA,2013.0,2331-09324,X,MR
PLACGIRFL1,NOCA,2015.0,2641-96768,-,X
PLACGIRFL1,NOCA,2015.0,2641-96769,BB,X
PLACGIRFL1,NOCA,2015.0,2641-96774,GX,M
PLACGIRFL1,NOCA,2015.0,2641-96777,Y,OX
PLACGIRFL1,TUTI,2015.0,2541-37522,X,OK
PLACGIRFL1,TUTI,2015.0,2541-37523,Y,XM
PLACGIRFL1,TUTI,2015.0,2541-37536,X,OW
PLANANDGA1,BRTH,2015.0,1352-27616,GK,X
PLANANDGA1,BRTH,2016.0,1352-27753,XO,B
PLANANDGA1,CARW,2015.0,2341-30196,K,KX
PLANANDGA1,GRCA,2014.0,2641-63347,WM,X
PLANANDGA1,HOWR,2014.0,2710-53740,OK,X
PLANANDGA1,HOWR,2014.0,2710-53741,X,KY
PLANANDGA1,HOWR,2015.0,2710-53999,WX,M
PLANANDGA1,NOCA,2014.0,2641-63348,B,MX
PLANANDGA1,NOCA,2014.0,2641-63349,WX,M
PLANANDGA1,NOCA,2014.0,2641-63350,R,XK
PLANANDGA1,NOCA,2014.0,2641-63351,O,XM
PLANANDGA1,NOCA,2014.0,2641-63352,B,WX
PLANANDGA1,NOCA,2014.0,2641-63353,YM,X
PLANANDGA1,NOCA,2015.0,2641-63896,K,YX
PLANANDGA1,NOCA,2015.0,2651-47405,WO,X
PLANANDGA1,NOCA,2016.0,2651-52424,XW,G
PLANANDGA1,NOCA,2016.0,2651-52425,K,MX
PLANANDGA1,NOCA,2016.0,2651-52426,RR,X
PLANANDGA1,NOCA,2016.0,2651-52427,W,WX
PLANANDGA1,NOCA,2016.0,2651-52428,XO,O
PLANANDGA1,SOSP,2015.0,2341-30195,B,RX
PLAZBUTFL1,CACH,2013.0,2640-61815,X,RB
PLAZBUTFL1,CACH,2013.0,2640-61816,X,YO
PLAZBUTFL1,CARW,2012.0,2571-70440,XY,M
PLAZBUTFL1,CARW,2012.0,2571-70441,O,GX
PLAZBUTFL1,CARW,2012.0,2571-70442,RX,K
PLAZBUTFL1,CARW,2013.0,2571-70496,B,YX
PLAZBUTFL1,CARW,2013.0,2661-07602,X,GB
PLAZBUTFL1,CARW,2014.0,2661-31328,Y,XY
PLAZBUTFL1,NOCA,2013.0,2331-09301,X,RY
PLAZBUTFL1,NOCA,2014.0,2531-99376,R,XK
PLAZBUTFL1,NOCA,2014.0,2531-99377,YM,X
PLAZBUTFL1,NOCA,2014.0,2531-99378,X,RG
PLAZBUTFL1,NOMO,2013.0,1292-71305,R,XG
PLAZBUTFL1,TUTI,2013.0,2661-07601,R,XG
PLAZBUTFL1,TUTI,2014.0,2661-31329,B,WX
PLAZBUTFL1,TUTI,2014.0,2661-31330,X,WY
POINANNPA1,CARW,2015.0,2441-14862,X,-
POINANNPA1,CARW,2015.0,2441-14863,-,X
POINANNPA1,SOSP,2015.0,2441-14860,X,RO
POINANNPA1,SOSP,2015.0,2441-14861,XK,G
POORLYNMD1,GRCA,2004.0,1951-20959,BK,X
POORLYNMD1,GRCA,2004.0,1951-20965,G,XK
POORLYNMD1,SOSP,2004.0,1901-20599,RX,K
PORTTESMD1,AMRO,2014.0,1292-64524,B,XM
PORTTESMD1,AMRO,2014.0,1292-64525,X,YK
PORTTESMD1,AMRO,2014.0,1292-64526,GB,X
PORTTESMD1,GRCA,2014.0,2421-11933,XW,P
PORTTESMD1,GRCA,2014.0,2421-11934,XK,R
PORTTESMD1,GRCA,2014.0,2421-11935,WX,K
PORTTESMD1,GRCA,2014.0,2421-11936,BG,X
PORTTESMD1,GRCA,2014.0,2421-11937,RP,X
POTEMARNC1,CACH,2015.0,2180-92469,XB,M
POTEMARNC1,CACH,2015.0,2180-92470,WO,X
POTEMARNC1,CACH,2015.0,2180-92471,R,GX
POTEMARNC1,NOCA,2015.0,851-39874,M,XO
POTEMARNC1,NOCA,2015.0,851-39875,K,XG
POTEMARNC1,NOCA,2015.0,851-39876,X,YO
POTEMARNC1,NOCA,2015.0,851-39880,BG,X
POTEMARNC1,NOCA,2015.0,851-39877,X,WW
POTEMARNC1,NOCA,2015.0,851-39878,XB,M
POTEMARNC1,NOCA,2015.0,851-39879,G,RX
POTEMARNC1,NOCA,2015.0,851-39881,X,RB
POTEMARNC1,NOCA,2015.0,851-39882,X,OW
POVEANGGA1,BRTH,2015.0,1352-27625,OO,X
POVEANGGA1,BRTH,2015.0,1352-27626,BX,M
POVEANGGA1,BRTH,2015.0,1352-27627,R,YX
POVEANGGA1,BRTH,2015.0,1352-27623,X,GB
POVEANGGA1,CARW,2015.0,2711-54722,K,XY
POVEANGGA1,CARW,2015.0,2711-54723,WX,B
POVEANGGA1,CARW,2015.0,2711-54724,BO,X
POVEANGGA1,CARW,2016.0,2711-57732,GX,M
POVEANGGA1,HOWR,2015.0,2750-41707,B,WX
POVEANGGA1,NOMO,2016.0,1352-27763,B,WX
POVEANGGA1,SOSP,2015.0,2711-54704,X,BR
POVEANGGA1,SOSP,2016.0,2711-57731,MX,Y
PRAIRIDNC1,CACH,2015.0,2180-92458,OB,X
PRAIRIDNC1,CACH,2016.0,2180-92911,O,GX
PRAIRIDNC1,CACH,2016.0,2180-92912,XY,M
PRAIRIDNC1,CACH,2016.0,2180-92250,Y,XB
PRAIRIDNC1,CARW,2015.0,2711-64115,OK,X
PRAIRIDNC1,HOWR,2016.0,2710-25247,Y,XO
PRAIRIDNC1,NOCA,2015.0,851-39839,R,WX
PRAIRIDNC1,NOCA,2015.0,2501-31745,G,WX
PRAIRIDNC1,NOCA,2015.0,1342-18691,YB,X
PRAIRIDNC1,NOCA,2015.0,2561-90056,XK,Y
PRAIRIDNC1,NOCA,2016.0,0851-39842,OB,X
PRAIRIDNC1,NOCA,2016.0,0851-39841,B,XG
PRANSABMA1,AMRO,2013.0,1212-52900,K,XB
PRANSABMA1,AMRO,2013.0,1212-52899,W,MX
PRANSABMA1,AMRO,2014.0,1352-63517,XY,G
PRANSABMA1,BCCH,2012.0,2690-87817,W,XO
PRANSABMA1,BCCH,2013.0,2690-87704,X,RR
PRANSABMA1,BCCH,2014.0,2720-99546,X,GY
PRANSABMA1,BCCH,2014.0,2720-99545,XB,M
PRANSABMA1,BCCH,2014.0,2720-99543,B,YX
PRANSABMA1,BCCH,2014.0,2720-99542,GX,K
PRANSABMA1,BCCH,2014.0,2720-99544,RX,G
PRANSABMA1,CARW,2014.0,2691-06123,KX,K
PRANSABMA1,GRCA,2012.0,2531-91110,B,YX
PRANSABMA1,GRCA,2012.0,2531-91112,W,XG
PRANSABMA1,GRCA,2013.0,2561-86602,X,RR
PRANSABMA1,GRCA,2013.0,2561-86603,X,OM
PRANSABMA1,GRCA,2013.0,2371-04305,K,KX
PRANSABMA1,GRCA,2014.0,2641-85638,XM,W
PRANSABMA1,GRCA,2014.0,2641-85639,KY,X
PRANSABMA1,GRCA,2014.0,2641-85635,G,XO
PRANSABMA1,GRCA,2014.0,2641-85634,R,MX
PRANSABMA1,GRCA,2015.0,2651-17075,X,BP
PRANSABMA1,GRCA,2015.0,2651-17074,PX,O
PRANSABMA1,GRCA,2015.0,2651-17073,WP,X
PRANSABMA1,HOWR,2014.0,2720-99541,X,GG
PRANSABMA1,HOWR,2015.0,2750-35046,WO,X
PRANSABMA1,NOCA,2013.0,2561-86601,X,BY
PRANSABMA1,NOCA,2014.0,2641-85637,X,WY
PRANSABMA1,NOCA,2014.0,2641-85636,X,WO
PRANSABMA1,SOSP,2013.0,2371-04306,X,KY
PRANSABMA1,SOSP,2014.0,2691-06124,R,XM
PRANSABMA1,SOSP,2015.0,2291-44240,X,RW
PRASJOHPA1,AMRO,2015.0,1352-46351,-,PX
PRASJOHPA1,AMRO,2015.0,1352-46352,M,XY
PRASJOHPA1,CACH,2015.0,2730-26261,KG,X
PRASJOHPA1,CACH,2015.0,2730-26262,X,BP
PRASJOHPA1,GRCA,2015.0,1781-50420,GX,B
PRASJOHPA1,NOCA,2015.0,1781-50416,-,PX
PRASJOHPA1,NOCA,2015.0,1781-50417,K,GX
PRASJOHPA1,NOCA,2015.0,1781-50418,K,XP
PRASJOHPA1,NOCA,2015.0,1781-50419,GP,X
PRASJOHPA1,NOCA,2015.0,1781-50421,XG,P
PRASJOHPA1,RBWO,2015.0,1352-46350,X,-
PRASJOHPA1,SOSP,2015.0,2441-96586,-,PX
PRASJOHPA1,SOSP,2015.0,2441-96587,K,XW
PRASJOHPA1,SOSP,2015.0,2441-96588,OX,Y
PRASJOHPA1,SOSP,2015.0,2441-96589,GX,W
PRASJOHPA1,SOSP,2015.0,2441-96590,XB,O
PRESANNNC1,AMRO,2015.0,1352-92465,GX,O
PRESANNNC1,CACH,2016.0,2180-92527,R,YX
PRESANNNC1,CARW,2015.0,2711-64079,W,XR
PRESANNNC1,CARW,2015.0,2711-64080,KY,X
PRESANNNC1,CARW,2016.0,2711-64184,G,XM
PRESANNNC1,GRCA,2015.0,851-39895,R,XB
PRESANNNC1,GRCA,2016.0,0851-39928,MX,O
PRESANNNC1,HOWR,2015.0,2180-92479,X,GY
PRESANNNC1,NOCA,2016.0,0851-39927,RY,X
PRESANNNC1,NOCA,2016.0,0851-39926,X,OB
PRESANNNC1,SOSP,2015.0,2711-64081,B,RX
PRESANNNC1,SOSP,2015.0,2711-64082,YM,X
PRESANNNC1,SOSP,2016.0,2711-64185,GG,X
PRESPENFL1,CACH,2015.0,2710-54227,MR,X
PRESPENFL1,CARW,2013.0,2661-07740,X,OK
PRESPENFL1,CARW,2013.0,2661-07741,RR,X
PRESPENFL1,CARW,2013.0,2661-07742,X,OY
PRESPENFL1,NOCA,2013.0,2531-99324,X,YR
PRESPENFL1,TUTI,2013.0,2661-07740,GG,X
PRESPENFL1,TUTI,2013.0,2661-07743,X,RK
PRESPENFL1,TUTI,2013.0,2661-07744,W,OX
PRITANGGA1,AMRO,2015.0,1352-27680,R,YX
PRITANGGA1,CACH,2016.0,2750-41436,Y,XG
PRITANGGA1,CACH,2016.0,2750-41437,X,RM
PRITANGGA1,CARW,2014.0,2661-31852,Y,BX
PRITANGGA1,CARW,2015.0,2711-54765,X,OW
PRITANGGA1,GRCA,2014.0,2421-11337,MX,O
PRITANGGA1,GRCA,2014.0,2421-11338,Y,XY
PRITANGGA1,GRCA,2015.0,2651-47453,G,RX
PRITANGGA1,GRCA,2016.0,2651-52444,X,BW
PRITANGGA1,GRCA,2016.0,2651-52445,RX,K
PRITANGGA1,NOCA,2014.0,2421-11335,OB,X
PRITANGGA1,NOCA,2014.0,2421-11336,BX,M
PRITANGGA1,NOCA,2014.0,2421-11339,X,MY
PRITANGGA1,NOMO,2014.0,1272-42479,W,MX
PRITANGGA1,NOMO,2014.0,1272-42480,X,OM
PRITANGGA1,SOSP,2015.0,2711-54764,XB,M
PROCSONGA1,CARW,2015.0,2711-54769,XM,O
PROCSONGA1,NOCA,2015.0,2651-47457,X,WW
PROPSCHPA1,AMRO,2015.0,1352-45810,B,YX
PROPSCHPA1,CARW,2015.0,2441-14816,-,YX
PROPSCHPA1,CARW,2015.0,2441-14817,-,GX
PROPSCHPA1,GRCA,2015.0,2331-40289,-,OX
PROWGARFL1,CACH,2013.0,2590-82042,XW,Y
PROWGARFL1,CACH,2013.0,2590-82043,YX,B
PROWGARFL1,CACH,2014.0,2640-61898,X,WY
PROWGARFL1,CACH,2014.0,2640-61899,YM,X
PROWGARFL1,CACH,2014.0,2640-61900,X,RG
PROWGARFL1,CARW,2013.0,2571-90225,WX,W
PROWGARFL1,CARW,2013.0,2571-90228,BW,X
PROWGARFL1,CARW,2013.0,2571-90229,BX,W
PROWGARFL1,CARW,2014.0,2661-31321,M,XG
PROWGARFL1,CARW,2015.0,2661-07809,WX,W
PROWGARFL1,NOCA,2013.0,2331-09126,YX,G
PROWGARFL1,NOCA,2013.0,2331-09127,MK,X
PROWGARFL1,NOCA,2013.0,2331-09128,BX,O
PROWGARFL1,NOCA,2013.0,2331-09129,WX,Y
PROWGARFL1,NOCA,2013.0,2331-09130,X,YR
PROWGARFL1,NOCA,2014.0,2531-99370,O,XM
PROWGARFL1,TUTI,2013.0,2571-90227,BX,B
PROWGARFL1,TUTI,2013.0,2571-90230,KX,R
PROWGARFL1,TUTI,2013.0,2751-90226,BM,X
QUIMKIMPA1,AMGO,2013.0,2710-54102,X,-
QUIMKIMPA1,AMGO,2013.0,2710-54103,X,-
QUIMKIMPA1,AMRO,2016.0,1342-45511,G,XY
QUIMKIMPA1,BCCH,2015.0,2750-64155,GR,X
QUIMKIMPA1,BCCH,2015.0,2750-64162,X,-
QUIMKIMPA1,CACH,2016.0,2750-45320,X,PY
QUIMKIMPA1,CACH,2016.0,2750-45321,PX,W
