siteID,dateVisit,observerVisit,participantEngagement,encounteredBirds,netHours,notesVisit
HALALEEMA1,2016-05-26,NA,NA,NA,NA,NA
HOGAMELGA1,2016-05-26,NA,NA,NA,NA,NA
MCCAANNGA1,2016-05-26,NA,NA,NA,NA,NA
KRIVMAUGA1,2016-05-26,NA,NA,NA,NA,NA
SIMPEDWNC1,2016-05-26,NA,NA,NA,NA,NA
WAPLEESVA1,2016-05-27,"JLM,KPK,AEH,ERF",NA,Y,13.33,NA
GRANIANFL1,2016-05-27,ZZ,NA,Y,0.0,NA
FORDSUSMA1,2016-05-27,"SMB, TMB",NA,Y,6.67,Not a lot of activity overall due to temp; owner very interested; next owner seems to have bird knowledge
WAPLEESVA1,2016-05-27,"JLM,KPK.AEH,ERF",4,Y,160.0,NA
CAMPSUSNC1,2016-05-27,AJB,NA,N,12.75,NA
PENNGRANC1,2016-05-27,ELB,3,N,11.0,NA
WAPLEESVA1,2016-05-27,NA,NA,NA,NA,NA
KNIGKENNC1,2016-05-27,NA,NA,NA,NA,NA
FORDSUSMA1,2016-05-27,NA,NA,NA,NA,NA
HEROBLUGA1,2016-05-27,NA,NA,NA,NA,NA
HOGAMELGA1,2016-05-27,NA,NA,NA,NA,NA
HARVSUENC1,2016-05-27,NA,NA,NA,NA,NA
HERBMIRGA1,2016-05-27,NA,NA,NA,NA,NA
GRANIANFL1,2016-05-27,NA,NA,NA,NA,NA
SHEAMARMA1,2016-05-28,"SMB, TMB",NA,NA,19.83,NA
WILLAMBNC1,2016-05-28,AJB,4,Y,19.0,NA
IVESALINC1,2016-05-28,AJB,NA,N,28.5,NA
NICHGLONC1,2016-05-28,ELB,4,Y,12.0,NA
HOOVJASPA1,2016-05-28,MW,4,Y,18.0,NA
RALSJIMPA1,2016-05-28,"BR,ML",4,Y,22.0,NA
GOCHJOAMD1,2016-05-28,NA,NA,NA,NA,NA
WILLAMBNC1,2016-05-28,NA,NA,NA,NA,NA
SHEAMARMA1,2016-05-28,NA,NA,NA,NA,NA
SIMPEDWNC1,2016-05-28,NA,NA,NA,NA,NA
PIEPSUSMA1,2016-05-29,TMB,NA,Y,6.33,NA
NEWTROBNC1,2016-05-29,AJB,4,Y,14.5,"Light-moderate rain, on and off. One net was in a wooded area and remained open the entire duration of banding effort. Second net was in the open, and was only open about half of the time."
AZARCARPA1,2016-05-29,MW,3,Y,18.0,NA
PIEPSUSMA1,2016-05-29,NA,NA,NA,NA,NA
NEWTROBNC1,2016-05-29,NA,NA,NA,NA,NA
JENSKEINC1,2016-05-29,NA,NA,NA,NA,NA
SALITYLNC1,2016-05-29,NA,NA,NA,NA,NA
BOBAMICNC1,2016-05-30,"KFJ,JIC,EL",NA,Y,10.5,NA
MEALRYAPA1,2016-05-30,"BR, ML",4,Y,NA,NA
MEALRYAPA1,2016-05-30,BJR,4,Y,22.0,NA
BOBAMICNC1,2016-05-30,NA,NA,NA,NA,NA
HARVSUENC1,2016-05-30,NA,NA,NA,NA,NA
WARDDOUVA1,2016-05-31,ERF,NA,Y,0.0,NA
DAVIALIVA1,2016-05-31,ERF,NA,Y,0.0,In areas of overlap unbanded birds were counted for both DAVIALIVA1 and WILDANNVA1
WILDANNVA1,2016-05-31,ERF,NA,Y,0.0,In areas of overlap unbanded birds were counted for both DAVIALIVA1 and WILDANNVA1
PAGEALLMA1,2016-05-31,TMB,NA,Y,7.17,NA
HARABARNC1,2016-05-31,AJB,4,Y,18.7,NA
HAWKDIAGA1,2016-05-31,BNT,1,Y,6.3,landscaping company came during the visit; had to take nets down quickly with no warning
EWINSAMFL1,2016-05-31,ZZ,0,N,0.0,neighborhood only
PALUMATFL1,2016-05-31,ZZ,0,N,0.0,neighborhood only
JORGJANMA1,2016-05-31,SMB,4,Y,18.0,NA
LYNCPATPA1,2016-05-31,MW,3,Y,18.0,NA
HAWKDIAGA1,2016-05-31,NA,NA,NA,NA,NA
DAVIALIVA1,2016-05-31,NA,NA,NA,NA,NA
FUISLISVA2,2016-05-31,NA,NA,NA,NA,NA
NEWBCARVA1,2016-05-31,NA,NA,NA,NA,NA
WARDDOUVA1,2016-05-31,NA,NA,NA,NA,NA
WILDANNVA1,2016-05-31,NA,NA,NA,NA,NA
PAGEALLMA1,2016-05-31,NA,NA,NA,NA,NA
JORGJANMA1,2016-05-31,NA,NA,NA,NA,NA
PERNMIKMD1,2016-05-31,NA,NA,NA,NA,NA
HARVSUENC1,2016-05-31,NA,NA,NA,NA,NA
HARABARNC1,2016-05-31,NA,NA,NA,NA,NA
CARRVIRFL1,2016-06-01,ZZ,0,N,0.0,NA
LOFLKATNC1,2016-06-01,"KFJ,JIC, LAI",4,Y,10.5,NA
PRITANGGA1,2016-06-01,BNT,4,Y,12.5,NA
BOUDLYNMA1,2016-06-01,SMB,4,Y,18.4,NA
HINTLORNC1,2016-06-01,ELB,4,Y,12.0,NA
LARSLIDPA1,2016-06-01,MW,3,Y,13.5,NA
NORTLAUGA1,2016-06-01,NA,NA,NA,NA,NA
JAMESESVA1,2016-06-01,NA,NA,NA,NA,NA
HINTLORNC1,2016-06-01,NA,NA,NA,NA,NA
BOUDLYNMA1,2016-06-01,NA,NA,NA,NA,NA
DESIELAGA1,2016-06-01,NA,NA,NA,NA,NA
HOGAMELGA1,2016-06-01,NA,NA,NA,NA,NA
PRITANGGA1,2016-06-01,NA,NA,NA,NA,NA
LOFLKATNC1,2016-06-01,NA,NA,NA,NA,NA
SIMPEDWNC1,2016-06-01,NA,NA,NA,NA,NA
TATEJUAMD1,2016-06-01,NA,NA,NA,NA,NA
SALITYLNC1,2016-06-01,NA,NA,NA,NA,NA
JAMESESVA1,2016-06-02,"ERF,JLM,KPK,AEH",4,Y,12.9,NA
MCCODINNC1,2016-06-02,AJB,4,Y,16.0,NA
KRENMARGA1,2016-06-02,JLD,4,Y,6.0,NA
THERLARMA1,2016-06-02,TMB,4,N,7.7,Larry fully participated in all aspects of visit; friend/ birder Steve also visited. Perfect weather.
LAMMLAUFL1,2016-06-02,ZZ,2,Y,0.0,NA
LAMMLAUFL1,2016-06-02,ZZ,2,N,0.0,NA
KANEEVANC1,2016-06-02,"KFJ,JIC",3,Y,10.5,NA
BENNBILMA1,2016-06-02,"SMB, BB",4,Y,24.7,NA
DWORBARPA1,2016-06-02,MW,3,Y,18.0,NA
JAMESESVA1,2016-06-02,NA,NA,NA,NA,NA
KANEEVANC1,2016-06-02,NA,NA,NA,NA,NA
THERLARMA1,2016-06-02,NA,NA,NA,NA,NA
BENNBILMA1,2016-06-02,NA,NA,NA,NA,NA
DESIELAGA1,2016-06-02,NA,NA,NA,NA,NA
KRENMARGA1,2016-06-02,NA,NA,NA,NA,NA
MCCODINNC1,2016-06-02,NA,NA,NA,NA,NA
HAHNMARNC1,2016-06-02,NA,NA,NA,NA,NA
NEWTROBNC1,2016-06-02,NA,NA,NA,NA,NA
JENSKEINC1,2016-06-02,NA,NA,NA,NA,NA
LAMMLAUFL1,2016-06-02,NA,NA,NA,NA,NA
BARBJERMD1,2016-06-03,"JLM,KPK",4,Y,220.0,NA
JOHNMIKNC1,2016-06-03,AJB,4,Y,17.0,NA
DESIELAGA1,2016-06-03,JLD,4,Y,7.5,NA
SINIKRIMA1,2016-06-03,TMB,2,Y,8.25,Kristine was somewhat interested in seeing birds but didn't hang around for any banding; liked showing us nests though.
KELLSETMA1,2016-06-03,NA,3,Y,32.5,NA
HAWNJANVA1,2016-06-03,ERF,0,Y,0.0,NA
DESIELAGA1,2016-06-03,NA,NA,NA,NA,NA
HAWNJANVA1,2016-06-03,NA,NA,NA,NA,NA
SINIKRIMA1,2016-06-03,NA,NA,NA,NA,NA
KELLSETMA1,2016-06-03,NA,NA,NA,NA,NA
BARBJERMD1,2016-06-03,NA,NA,NA,NA,NA
NEWTROBNC1,2016-06-03,NA,NA,NA,NA,NA
SIMPEDWNC1,2016-06-03,NA,NA,NA,NA,NA
JOHNMIKNC1,2016-06-03,NA,NA,NA,NA,NA
GALLTERMD1,2016-06-04,JLM,3,Y,170.0,NA
DAVIALIVA1,2016-06-04,KPK,2,Y,10.1,Resight was done by ERF on 5/31/2016
ROSEJOSMA1,2016-06-04,TMB,4,Y,6.17,"Probable GRCA nest in lilac next to driveway; kids interested at first, then lost interest. Neighbour stayed ~45 minutes, interested and somewhat knowledgeable. Unbanded EAPH observed feeding fledgling BHCO in 200 m radius of property."
GOWAGEOFL1,2016-06-04,ZZ,2,N,0.0,Participant said he has not seen any banded birds since the fall.
KESTSABDC1,2016-06-04,"ERF, DLN",4,Y,18.0,"Tried 1 set of new poles, different design, which didn't work so well. After poles fell over, took down this net early."
KESTSABDC1,2016-06-04,ERF,4,Y,18.0,"Tried 1 set of new poles, different design, which didn't work so well. After poles fell over, took down this net early."
KEATELINC1,2016-06-04,AJB,4,Y,12.0,NA
CRAIJOSNC1,2016-06-04,ELB,4,Y,11.0,NA
BOYLCOLMA1,2016-06-04,SMB,4,Y,25.3,NA
BAERMIKPA1,2016-06-04,MW,4,Y,18.0,NA
GALVLIBPA1,2016-06-04,BR,4,Y,22.0,NA
KESTSABDC1,2016-06-04,NA,NA,NA,NA,NA
ROSEJOSMA1,2016-06-04,NA,NA,NA,NA,NA
BOYLCOLMA1,2016-06-04,NA,NA,NA,NA,NA
GALLTERMD1,2016-06-04,NA,NA,NA,NA,NA
CARTJOYGA1,2016-06-04,NA,NA,NA,NA,NA
KEATELINC1,2016-06-04,NA,NA,NA,NA,NA
SIMPEDWNC1,2016-06-04,NA,NA,NA,NA,NA
CRAIJOSNC1,2016-06-04,NA,NA,NA,NA,NA
ROBIRONFL1,2016-06-04,NA,NA,NA,NA,NA
COMAPATPA1,2016-06-05,BR,4,Y,22.0,NA
DICKSUSPA1,2016-06-05,MW,3,Y,18.0,NA
WALTANNNC1,2016-06-05,NA,NA,NA,NA,NA
BEARKARNC1,2016-06-05,NA,NA,NA,NA,NA
BRENTESDC1,2016-06-06,"KPK,ERF,JLM,AEH",3,Y,16.2,NA
STEMMSMA1,2016-06-06,"SBL, TMB, SMB",4,N,12.0,NA
CORBAMYNC1,2016-06-06,"JIC,KFJ.CG",3,Y,10.5,NA
CORBAMYNC1,2016-06-06,"JIC,KFJ,CG",3,Y,10.5,NA
STEMMSMA1,2016-06-06,"SBL, SMB, TMB",4,Y,12.0,NA
CORBAMYNC1,2016-06-06,NA,NA,NA,NA,NA
STEMMSMA1,2016-06-06,NA,NA,NA,NA,NA
HAHNMARNC1,2016-06-06,NA,NA,NA,NA,NA
MURRSANGA1,2016-06-06,NA,NA,NA,NA,NA
WILLTERMD1,2016-06-07,JLM,4,Y,9.5,NA
PADORAMVA1,2016-06-07,KPK,4,Y,15.3,NA
JENKANGGA2,2016-06-07,JLD,4,Y,8.0,"No resight walk - new site, no previously banded birds."
RICHALMA1,2016-06-07,"TMB, RSG",2,Y,12.8,NA
MOSELYNNC1,2016-06-07,AJB,4,Y,18.0,NA
GOROCARDC1,2016-06-07,"ERF, AEH",4,Y,16.3,A GRCA from the MANNJANDC1 site was resighted just outside the 200m radius for Gorove; a banded SOSP was resighted in the same area yet to have its origin pinpointed.
GOROCARDC1,2016-06-07,"ERF, AEH",4,Y,16.3,NA
BAKENANMA1,2016-06-07,SMB,4,Y,21.5,NA
SPEAMARNC2,2016-06-07,ELB,4,Y,11.3,Nets in direct sunlight the entire time. No real vegetation to speak of to add shade. A well-kept feeder was the only reason we netted anything today. (Resight effort conducted on a different date)
WISSDAMPA1,2016-06-07,MW,0,Y,18.0,NA
WILLTERMD1,2016-06-07,NA,NA,NA,NA,NA
GOROCARDC1,2016-06-07,NA,NA,NA,NA,NA
MANNJANDC1,2016-06-07,NA,NA,NA,NA,NA
BAKENANMA1,2016-06-07,NA,NA,NA,NA,NA
RICHALMA1,2016-06-07,NA,NA,NA,NA,NA
JENKANGGA2,2016-06-07,NA,NA,NA,NA,NA
PADORAMVA1,2016-06-07,NA,NA,NA,NA,NA
BALASUCMD1,2016-06-07,NA,NA,NA,NA,NA
OWENEDDNC1,2016-06-07,NA,NA,NA,NA,NA
MOSELYNNC1,2016-06-07,NA,NA,NA,NA,NA
SPEAMARNC2,2016-06-07,NA,NA,NA,NA,NA
PATTPARMD1,2016-06-08,"ERF,JLM,KPK",0,Y,10.8,Multiple schools
ROBISCOFL1,2016-06-08,ZZ,4,Y,0.0,Spent most resighting time at very active feeder.
ROBISCOFL1,2016-06-08,ZZ,4,N,0.0,Spent most resighting time at very active feeder.
MILLKARFL1,2016-06-08,ZZ,0,N,0.0,neighborhood only
JONEHARFL1,2016-06-08,ZZ,0,N,0.0,NA
BROANANNC1,2016-06-08,AJB,3,Y,18.0,"Homeowner is 83. She has a genuine interest in the banding and nest locations once found, and has reported resightings. However, she isn't able to be outside the entire visit."
HOYTHARGA1,2016-06-08,JLD,3,Y,7.5,Did not complete resight walk as no birds previously banded at site.
MEADRUTNC1,2016-06-08,"KFJ,JIC,CG",4,Y,13.5,NA
LABOPEGMA1,2016-06-08,SMB,3,Y,24.0,NA
TALEKELGA1,2016-06-08,BNT,1,Y,6.5,small backyard with all tall trees; feeder is up high on deck
REIDLOLMA1,2016-06-08,TMB,4,Y,13.3,"Breeze picked up, so nets billowed a bit. Resighted in light rain. Robin nest found Eastern Ave on porch rafter. Adult AMRO with fledgling seen in REIDLOLMA1 yard."
MADJDAVPA1,2016-06-08,MW,0,Y,15.0,NA
HOYTHARGA1,2016-06-08,NA,NA,NA,NA,NA
MEADRUTNC1,2016-06-08,NA,NA,NA,NA,NA
LABOPEGMA1,2016-06-08,NA,NA,NA,NA,NA
KARALIZNC1,2016-06-08,NA,NA,NA,NA,NA
REIDLOLMA1,2016-06-08,NA,NA,NA,NA,NA
TALEKELGA1,2016-06-08,NA,NA,NA,NA,NA
BROANANNC1,2016-06-08,NA,NA,NA,NA,NA
JENSKEINC1,2016-06-08,NA,NA,NA,NA,NA
KRIVMAUGA1,2016-06-08,NA,NA,NA,NA,NA
SIMPEDWNC1,2016-06-08,NA,NA,NA,NA,NA
SALITYLNC1,2016-06-08,NA,NA,NA,NA,NA
MILLKARFL1,2016-06-08,NA,NA,NA,NA,NA
ROBISCOFL1,2016-06-08,NA,NA,NA,NA,NA
SILLSCOMD1,2016-06-08,NA,NA,Y,NA,NA
PATTPARMD1,2016-06-09,"ERF,JLM,KPK",3,Y,12.8,NA
PELLVOLMA1,2016-06-09,TMB,4,N,9.9,"Max was involved from Time 0 until the end, even with only catching one bird. Possible AMRO nest, empty, but fledgling AMRO seen within ~3m of it"
CAMPPAUFL1,2016-06-09,ZZ,0,N,0.0,neighborhood only
WELLBREFL1,2016-06-09,ZZ,0,N,0.0,Neighborhood only
WOUKKARNC1,2016-06-09,AJB,4,N,20.0,NA
CALVCARMA1,2016-06-09,SMB,4,Y,20.0,NA
CAMPPAUFL1,2016-06-09,ZZ,0,N,0.0,Neighborhood Only
THOMMARPA1,2016-06-09,MW,4,Y,17.0,NA
CALVCARMA1,2016-06-09,NA,NA,NA,NA,NA
WOUKKARNC1,2016-06-09,NA,NA,NA,NA,NA
PELLVOLMA1,2016-06-09,NA,NA,NA,NA,NA
KEATELINC1,2016-06-09,NA,NA,NA,NA,NA
REITBOBMD1,2016-06-10,test,0,Y,0.0,NA
EGGELESVA1,2016-06-10,JLM,1,Y,15.0,NA
SCHIMARMD1,2016-06-10,"KPK, AEH",3,Y,16.2,NA
RYBAELAMA1,2016-06-10,TMB,4,Y,9.2,NA
RUDDLINNC1,2016-06-10,"KFJ,JIC,CG,LAI",4,Y,14.0,NA
PAPPLISGA1,2016-06-10,BNT,4,Y,5.6,NA
DAYLAUFL1,2016-06-10,ZZ,0,N,0.0,Neighborhood Only
PFEIJOHFL1,2016-06-10,ZZ,0,N,0.0,Neighborhood Only
DELUBILMA1,2016-06-10,SMB,4,Y,26.2,NA
PAPPLISGA1,2016-06-10,NA,NA,NA,NA,NA
EGGELESVA1,2016-06-10,NA,NA,NA,NA,NA
SCHIMARMD1,2016-06-10,NA,NA,NA,NA,NA
RYBAELAMA1,2016-06-10,NA,NA,NA,NA,NA
DELUBILMA1,2016-06-10,NA,NA,NA,NA,NA
RUDDLINNC1,2016-06-10,NA,NA,NA,NA,NA
SIMPEDWNC1,2016-06-10,NA,NA,NA,NA,NA
LAFOMELVA1,2016-06-10,NA,NA,NA,NA,NA
ROBIRONFL1,2016-06-10,NA,NA,NA,NA,NA
JAKUJULMA1,2016-06-11,SMB,4,Y,16.0,"steady, heavy rain began right around 11 and had not stopped by 12:15; no resight effort but two recaptured GRCA (out of six birds banded last year)"
MANDMARNC1,2016-06-11,AJB,4,Y,14.0,NA
LAMBAMYMD1,2016-06-11,JLM,4,Y,9.0,NA
JACOMERMD1,2016-06-11,KPK,2,Y,14.1,NA
MURPMICGA1,2016-06-11,JLD,4,Y,7.5,NA
ALCOKENGA1,2016-06-11,BNT,3,Y,8.5,birds were just not active for some reason; participant even noticed
LUISJONFL1,2016-06-11,ZZ,0,N,0.0,Neighborhood Only
MALTELIMA1,2016-06-11,TMB,4,Y,13.7,NA
WHITLIZFL1,2016-06-11,ZZ,0,N,0.0,"neighborhood only, saw a banded bird which was originally banded at MILLKARFL1 (entered under that site)"
BACHMARNC1,2016-06-11,"ELB, LM",4,Y,10.5,NA
LEEJOEPA1,2016-06-11,"BJR, MJL",4,Y,22.0,NA
MURPMICGA1,2016-06-11,NA,NA,NA,NA,NA
ALCOKENGA1,2016-06-11,NA,NA,NA,NA,NA
VERSBETMD2,2016-06-11,NA,NA,NA,NA,NA
LAMBAMYMD1,2016-06-11,NA,NA,NA,NA,NA
JACOMERMD1,2016-06-11,NA,NA,NA,NA,NA
JAKUJULMA1,2016-06-11,NA,NA,NA,NA,NA
MALTELIMA1,2016-06-11,NA,NA,NA,NA,NA
BACHMARNC1,2016-06-11,NA,NA,NA,NA,NA
MANDMARNC1,2016-06-11,NA,NA,NA,NA,NA
SIMPEDWNC1,2016-06-11,NA,NA,NA,NA,NA
MILLKARFL1,2016-06-11,NA,NA,NA,NA,NA
MATUKEVMA1,2016-06-12,TMB,2,Y,13.8,"Noisy gun range nearby; wind picked up significantly; BCCH nest fledglings in pin, feather tracts, prob 5-8d old; likely GRCA nest in corner of yard by cement patio"
KOWAELIFL1,2016-06-12,ZZ,0,N,0.0,"Neighborhood Only, great park/pond area near the front of the neighborhood.  A lot of birds but none banded."
CLARCOLDC1,2016-06-12,DLN/MAR,1,Y,2.5,"No new birds banded. Site is very difficult to work in, but neighbor's might be keen to host nets in a future visit"
BUDNNORNC1,2016-06-12,ELB,4,Y,9.7,NA
DOYLPHIMA1,2016-06-12,SMB,4,Y,12.7,road noise made resighting very difficult
KUMASUPPA1,2016-06-12,"BJR, SF",4,Y,22.0,NA
QUIMKIMPA1,2016-06-12,MW,4,Y,18.0,NA
MATUKEVMA1,2016-06-12,NA,NA,NA,NA,NA
DOYLPHIMA1,2016-06-12,NA,NA,NA,NA,NA
CLARCOLDC1,2016-06-12,NA,NA,NA,NA,NA
MCCAANNGA1,2016-06-12,NA,NA,NA,NA,NA
BUDNNORNC1,2016-06-12,NA,NA,NA,NA,NA
NEWTROBNC1,2016-06-12,NA,NA,NA,NA,NA
SIMPEDWNC1,2016-06-12,NA,NA,NA,NA,NA
BEARKARNC1,2016-06-12,NA,NA,NA,NA,NA
SUBRSTEMD1,2016-06-13,JLM,0,Y,0.0,NA
BAINANDMD1,2016-06-13,JLM,0,Y,0.0,NA
FAGABERMD1,2016-06-13,JLM,0,Y,0.0,NA
MYERBRUMD1,2016-06-13,"KPK,AEH",4,Y,16.2,NA
JACKALADC1,2016-06-13,DLN/EAB,4,Y,9.5,most birds ever caught here!
CHALMICGA1,2016-06-13,JLD,4,Y,17.5,NA
TOTHCARGA1,2016-06-13,BNT,4,Y,10.5,by 8:30 the entire yard was in the sun; extremely hot
COCKNICFL1,2016-06-13,ZZ,0,N,0.0,NA
MANEXXXFL1,2016-06-13,ZZ,0,N,0.0,"Neighborhood Only, very secluded with a lot of birds"
TOTHCARGA1,2016-06-13,NA,NA,NA,NA,NA
SUBRSTEMD1,2016-06-13,NA,NA,NA,NA,NA
MYERBRUMD1,2016-06-13,NA,NA,NA,NA,NA
JACKALADC1,2016-06-13,NA,NA,NA,NA,NA
CHALMICGA1,2016-06-13,NA,NA,NA,NA,NA
BUISNORVA1,2016-06-13,NA,NA,NA,NA,NA
CARTJOYGA1,2016-06-13,NA,NA,NA,NA,NA
HUNTDAVMD2,2016-06-13,NA,NA,NA,NA,NA
OPALDPAMD1,2016-06-13,NA,NA,Y,NA,NA
NZPBIRDDC1,2016-06-14,"TAG,PPM,BSE",4,Y,52.0,Bird banding demonstration
VERSBETMD1,2016-06-14,JLM,4,Y,13.5,NA
CAMPROSMD1,2016-06-14,"KPK,AEH",3,Y,12.3,NA
SALOSHEMD1,2016-06-14,DLN/LES,4,Y,17.5,"25% of the resight plot was difficult to access (in forest, overgrown veg, steep hill, etc.)"
BURNDENNC1,2016-06-14,AJB,4,Y,18.0,NA
BELMNIKGA1,2016-06-14,JLD,4,Y,18.8,NA
BRODDORMA1,2016-06-14,SMB,2,Y,9.2,NA
SANFTIFNC1,2016-06-14,ELB,4,Y,11.1,NA
FOSTSTENC1,2016-06-14,ELB,4,Y,10.5,NA
STEPJANMA1,2016-06-14,TMB,4,Y,14.3,"Loud machinery nextdoor; GRCA nest @ 42.53703, -72.53245 (acc 3m). Very windy & sunny. HOWR nest box 7 nestlings."
BERNKENPA1,2016-06-14,MW,4,Y,18.0,NA
HARVJILPA1,2016-06-14,BJR,4,Y,22.0,"Scale Broken,"
VERSBETMD1,2016-06-14,NA,NA,NA,NA,NA
BURNDENNC1,2016-06-14,NA,NA,NA,NA,NA
BRODDORMA1,2016-06-14,NA,NA,NA,NA,NA
SALOSHEMD1,2016-06-14,NA,NA,NA,NA,NA
FOSTSTENC1,2016-06-14,NA,NA,NA,NA,NA
STEPJANMA1,2016-06-14,NA,NA,NA,NA,NA
BELMNIKGA1,2016-06-14,NA,NA,NA,NA,NA
CAMPROSMD1,2016-06-14,NA,NA,NA,NA,NA
NZPBIRDDC1,2016-06-14,NA,NA,NA,NA,NA
FLOWANGGA1,2016-06-15,BNT,4,Y,12.1,"backyard trees are all tall, most of the birds were flying over the nets"
KAMILEIVA1,2016-06-15,"KPK,AEH",4,Y,15.4,NA
VEARRICMA1,2016-06-15,TMB,3,Y,16.2,3+ HOSP NESTS
DISALINGA1,2016-06-15,JLD,4,Y,7.0,NA
ONEAJACFL1,2016-06-15,ZZ,0,N,0.0,Neighborhood Only
BRYAANGFL1,2016-06-15,ZZ,0,N,0.0,neighborhood only
ANDEHALMA1,2016-06-15,SMB,3,Y,15.5,NA
COSTHOWNC1,2016-06-15,AJB,2,Y,16.0,"Participant interested in resighting, but stays busy during visit and is only involved sporadically"
HOROBONVA1,2016-06-15,JLM,2,Y,9.8,NA
BURDROBVA1,2016-06-15,"DLN,JRQ",1,Y,21.0,NA
BYERHEAPA1,2016-06-15,MW,4,Y,15.0,NA
WEINANIPA1,2016-06-15,BR,4,Y,22.0,NA
WEINANIPA1,2016-06-15,BJR,4,Y,22.0,NA
FLOWANGGA1,2016-06-15,NA,NA,NA,NA,NA
DISALINGA1,2016-06-15,NA,NA,NA,NA,NA
BURDROBVA1,2016-06-15,NA,NA,NA,NA,NA
KAMILEIVA1,2016-06-15,NA,NA,NA,NA,NA
HOROBONVA1,2016-06-15,NA,NA,NA,NA,NA
VEARRICMA1,2016-06-15,NA,NA,NA,NA,NA
ANDEHALMA1,2016-06-15,NA,NA,NA,NA,NA
COSTHOWNC1,2016-06-15,NA,NA,NA,NA,NA
SPRINPKMD1,2016-06-15,NA,NA,Y,NA,NA
BLOCDAVMD1,2016-06-16,"KPK,EAB",4,Y,10.5,NA
BRIGKIMMD1,2016-06-16,JLM,2,Y,9.8,NA
WOODELEVA1,2016-06-16,DLN,4,Y,13.8,Caught lots of birds right away so net set up was late. Invited neighbors with 2 kids.
WATSJOSFL1,2016-06-16,ZZ,0,N,0.0,NA
COLLCLAFL1,2016-06-16,ZZ,0,N,0.0,Neighborhood Only
WILLJUDMA1,2016-06-16,TMB,3,Y,15.8,Phoebe nest (can't see inside) - rafter of carport; active (nestlings?)
JOHAHEAMA1,2016-06-16,"SMB, Max",4,Y,15.0,NA
DEMAMARPA1,2016-06-16,MW,3,Y,18.0,NA
KARMALYPA2,2016-06-16,BJR,4,Y,22.0,NA
BRIGKIMMD1,2016-06-16,NA,NA,NA,NA,NA
BLOCDAVMD1,2016-06-16,NA,NA,NA,NA,NA
WOODELEVA1,2016-06-16,NA,NA,NA,NA,NA
WILLJUDMA1,2016-06-16,NA,NA,NA,NA,NA
JOHAHEAMA1,2016-06-16,NA,NA,NA,NA,NA
MCCAANNGA1,2016-06-16,NA,NA,NA,NA,NA
RUDDLINNC1,2016-06-16,NA,NA,NA,NA,NA
KRIVMAUGA1,2016-06-16,NA,NA,NA,NA,NA
MURRSANGA1,2016-06-16,NA,NA,NA,NA,NA
BROWANNMD1,2016-06-17,"KPK, AEH",4,Y,15.8,NA
DALEELIMD1,2016-06-17,JLM,4,Y,15.0,NA
WESCCATMA1,2016-06-17,TMB,1,Y,17.5,NA
HIGHELEMA1,2016-06-17,"SMB, SBL",4,Y,8.0,NA
JACOSUSFL1,2016-06-17,ZZ,1,Y,0.0,NA
JEFFMARPA1,2016-06-17,BJR,4,Y,22.0,NA
BROWANNMD1,2016-06-17,NA,NA,NA,NA,NA
DALEELIMD1,2016-06-17,NA,NA,NA,NA,NA
WESCCATMA1,2016-06-17,NA,NA,NA,NA,NA
HIGHELEMA1,2016-06-17,NA,NA,NA,NA,NA
JENSKEINC1,2016-06-17,NA,NA,NA,NA,NA
JACOSUSFL1,2016-06-17,NA,NA,NA,NA,NA
HOPKMARGA1,2016-06-18,JLD,4,Y,18.8,"New site, no resight walk completed."
SARUANJGA1,2016-06-18,BNT,3,Y,20.0,NA
MCCOCHRMD1,2016-06-18,KPK,3,Y,16.2,NA
OWENDORVA1,2016-06-18,JLM,3,Y,15.0,NA
CASEWENMA1,2016-06-18,SMB,4,N,13.0,NA
GOINJANNC1,2016-06-18,AJB,3,Y,16.0,NA
ANDEBRUPA1,2016-06-18,MW,4,Y,18.0,NA
PHILJIMPA1,2016-06-18,"BJR, SF",4,Y,22.0,NA
SARUANJGA1,2016-06-18,NA,NA,NA,NA,NA
MCCOCHRMD1,2016-06-18,NA,NA,NA,NA,NA
OWENDORVA1,2016-06-18,NA,NA,NA,NA,NA
SANFTIFNC1,2016-06-18,NA,NA,NA,NA,NA
GOINJANNC1,2016-06-18,NA,NA,NA,NA,NA
TALEKELGA1,2016-06-18,NA,NA,NA,NA,NA
DOWBENFL1,2016-06-19,ZZ,0,N,0.0,NA
ENNEBECFL1,2016-06-19,ZZ,0,Y,0.0,Neighborhood Only
CANCYOLMA1,2016-06-19,"SMB, TMB",3,Y,11.3,Yolanda overslept but seemed very interested in learning about everything
MCCRSARNC1,2016-06-19,AJB,4,Y,18.0,NA
PFENCHIPA1,2016-06-19,MW,4,Y,18.0,NA
CANCYOLMA1,2016-06-19,NA,NA,NA,NA,NA
HOPKMARGA1,2016-06-19,NA,NA,NA,NA,NA
MCCRSARNC1,2016-06-19,NA,NA,NA,NA,NA
SIMPEDWNC1,2016-06-19,NA,NA,NA,NA,NA
ENNEBECFL1,2016-06-19,NA,NA,NA,NA,NA
LEONTESDC1,2016-06-20,"KPK,AEH",4,Y,6.0,NA
ODELVINMD2,2016-06-20,JLM,4,Y,15.0,NA
WISECELMD1,2016-06-20,"DLN, KJW",4,Y,21.0,NA
FLAMSCOFL1,2016-06-20,ZZ,0,N,0.0,neighborhood only
